EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	SurrogateLoss	TimestepsSoFar
-606.819455468549	1000.0	0.00062323594	8.087871	0.08796817492804931	0.17245254234278062	-0.03891416	687000
-588.9611491044562	1000.0	0.00069983635	8.086078	0.05339965148563186	0.1391669730126931	-0.046298552	690000
-574.499472714125	1000.0	0.0007409827	8.084346	0.14870151266281895	0.27888538886293346	-0.040308766	693000
-586.2904713368844	1000.0	0.0008120168	8.082452	0.24390444368697684	0.26714693663483	-0.11578038	696000
-610.9289157604952	1000.0	0.0006832803	8.0805025	0.16567038071269213	0.25812121924444664	-0.08336698	699000
-609.9220097575787	1000.0	0.00086027704	8.078402	0.06920802577245211	0.13424965445928283	-0.117330454	702000
-713.275083420786	1000.0	0.00052185997	8.076452	-0.046308614398065995	0.17209359457179763	-0.018872337	705000
-457.0301268233238	1000.0	0.00034512123	8.074569	0.02444243820455949	0.2342837893483315	-0.041489188	708000
-595.7013402232338	1000.0	0.0002629243	8.072874	-11.426908608422838	0.15229859571253745	-0.0019192047	711000
-587.6206705917683	1000.0	0.00033327957	8.071185	0.14400491130634718	0.2271830597636425	-0.055912018	714000
-519.8142856013669	1000.0	0.00027033797	8.069537	0.18068537266320617	0.2395475598647886	-0.044547368	717000
-541.8121406059655	1000.0	0.00037837552	8.06771	0.27173886456077123	0.38358251338476124	-0.11656948	720000
-593.8318521726474	1000.0	0.0003674253	8.065935	0.2881081554210403	0.335120464329982	-0.044309683	723000
-572.3981502560642	1000.0	0.00051596214	8.064308	-5.213778178069858	0.23037302367053614	-0.010515651	726000
-506.7155950668478	1000.0	0.00047534663	8.062715	0.05890231372915422	0.17990465846243775	-0.04284408	729000
-592.9999941860993	1000.0	0.000519266	8.061099	-0.7247449067910503	0.18956175772201334	-0.059304427	732000
-623.3816293143785	1000.0	0.00106107	8.0593405	0.11255162924716755	0.16084616620455028	-0.104696006	735000
-582.3274636490195	1000.0	0.00071830716	8.05755	0.07296740423699677	0.14444973155837038	-0.07030049	738000
-518.4874477525605	1000.0	0.00036379782	8.05581	0.14751803601480395	0.21535684428593604	-0.043391764	741000
-546.6475951965617	1000.0	0.00039304773	8.054024	-2.9964712330913805	0.21889070207596717	-0.07368762	744000
-577.1284985605009	1000.0	0.00047764793	8.052345	0.15354743433457307	0.19078259619113025	-0.023901315	747000
-538.1514659669914	1000.0	0.0006635693	8.050708	0.2683303054431587	0.4061032901995202	-0.042363323	750000
-570.3358133360097	1000.0	0.0006716142	8.049043	0.05626313854405929	0.1752754759712547	-0.06310616	753000
