EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	SurrogateLoss	TimestepsSoFar
-3667.122707764747	1000.0	0.019423455	8.51263	-0.001741501496428377	-0.001283382764348806	-0.06975772	3000
-3643.7939397712457	1000.0	0.010933215	8.511	-0.005624736760628357	-0.007421520750539479	-0.08883754	6000
-3543.392553158564	1000.0	0.009823227	8.509124	-0.007910998412290704	-0.004023944342124608	-0.027215673	9000
-3281.290295089692	1000.0	0.008028609	8.506967	-0.0018775345240606978	-0.00022459840094790628	-0.092429005	12000
-3366.7845198272553	1000.0	0.0065700393	8.504667	-0.0050781071743608575	-0.0025911061221548515	-0.097289205	15000
-3224.633298166135	1000.0	0.0057662455	8.502257	0.0001506796505158503	0.00030859707581931684	-0.10263482	18000
-3152.697079949139	1000.0	0.0045443606	8.499834	-0.0011707539299024017	-0.0008769414852827229	-0.08825517	21000
-3104.163270174804	1000.0	0.0039012255	8.497662	-0.0003973495760605239	-0.00025340967710762996	-0.0203017	24000
-3027.6297582647726	1000.0	0.0033387356	8.495571	0.00027443386662762137	0.00022611719964571453	-0.048725516	27000
-3020.3270404212976	1000.0	0.0037291571	8.493328	-0.001080923736803907	-0.0010016116721069945	-0.1141745	30000
-2934.486238295424	1000.0	0.0032278588	8.491096	4.2989633667889215e-05	6.373208148535703e-05	-0.06144401	33000
-3022.0506567739817	1000.0	0.0027396737	8.488765	-0.00012173631783918282	-7.168925156797457e-05	-0.13005266	36000
-2781.375353178948	1000.0	0.0028799982	8.486567	0.0002653167656665456	0.00023717075898266327	-0.040837936	39000
-2723.8416606337373	1000.0	0.0030115466	8.484279	3.5278470471800105e-05	3.545479357702774e-05	-0.12047587	42000
-2816.409780655704	1000.0	0.0036402547	8.48203	-0.00013282896728816773	-0.00011655587809467072	-0.0718803	45000
-2724.5339579251176	1000.0	0.0042932727	8.479738	-0.0003072108779884619	-0.00028251155335401457	-0.08946529	48000
-2609.515564708455	1000.0	0.0056513194	8.477562	-0.00038499675086312024	-0.00035575223313633053	-0.030540708	51000
-2659.4723160189483	1000.0	0.0061712265	8.475268	-0.00025502673356592176	-0.00023833447280585673	-0.12186443	54000
-2464.0918867024775	1000.0	0.00547406	8.472942	-0.0006317633479064888	-0.000599341945855425	-0.08053484	57000
-2483.90681025056	1000.0	0.0050197397	8.470677	-0.0005201694418759395	-0.0004900637507869732	-0.05461164	60000
-2271.1832085959672	1000.0	0.0031981666	8.468539	0.000125683942878152	0.0001249370642363301	-0.045608785	63000
-2328.5491784385345	1000.0	0.004052862	8.46642	0.000348682571056913	0.00034309834395496175	-0.07036824	66000
-2229.6511573470484	1000.0	0.00481892	8.464186	-8.753725877674867e-05	-7.990054892625942e-05	-0.12954932	69000
-2199.449847093527	1000.0	0.004754019	8.46204	-0.0002535335358302415	-0.00024032251824368522	-0.064706914	72000
-2268.9928532593863	1000.0	0.006015726	8.459912	0.00011553803460928602	0.00011554963743043434	-0.060964733	75000
-2138.5534559322623	1000.0	0.004665603	8.457786	-1.1720303166651291e-05	-6.800168134368789e-06	-0.068167225	78000
-2171.2180330368624	1000.0	0.00290504	8.455709	1.7968762372255753e-05	2.0489778393639746e-05	-0.051498987	81000
-2101.18611785615	1000.0	0.0029944659	8.453594	0.00015769823177214093	0.0001557058104784126	-0.096094474	84000
-2007.4473575392983	1000.0	0.0030847425	8.451497	-0.00016537781174652544	-0.00016013535217052066	-0.07911123	87000
-2057.460507036301	1000.0	0.0023491106	8.449458	-0.0004250491105421972	-0.0004078410439420921	-0.056606613	90000
-1952.4566899650515	1000.0	0.0030134087	8.447403	-0.00015058386433075555	-0.00014376734204035735	-0.07021285	93000
-1903.8088531968888	1000.0	0.0044296472	8.445227	-0.00021528160951400643	-0.00020912188497046458	-0.12566938	96000
-1938.7787019804312	1000.0	0.004690591	8.44316	-0.00044407307764360304	-0.0004273816443394196	-0.044072956	99000
-1843.8196315443172	1000.0	0.0049287663	8.441104	-8.778432167266814e-05	-8.554329729082433e-05	-0.0630907	102000
-1914.2003054127447	1000.0	0.006165891	8.438979	-0.0002402475601559484	-0.00023322984187168494	-0.09853483	105000
-1813.538862746713	1000.0	0.005100316	8.436772	-0.0003211122955246726	-0.00031017770069885486	-0.11327528	108000
-1795.618128955782	1000.0	0.0038660222	8.434588	-0.00021744974236481696	-0.0002099978072684916	-0.059778515	111000
-1786.2436343234015	1000.0	0.0043797228	8.432334	-0.00017958530907558057	-0.0001739510179248338	-0.1139981	114000
-1811.9545484370892	1000.0	0.0034931055	8.430123	-2.6195660393746323e-05	-2.425521524695995e-05	-0.06978223	117000
-1709.2206319734041	1000.0	0.0045237765	8.427723	0.00019698653568012148	0.00019509566011421953	-0.1561115	120000
-1687.1341588102232	1000.0	0.004816063	8.42545	0.00014808243364872187	0.00014786316542536593	-0.034573328	123000
-1615.1967963000188	1000.0	0.0044934265	8.423068	-0.0001438621092537673	-0.00014197047277342278	-0.12394989	126000
-1541.9806024243626	1000.0	0.005447407	8.420721	7.317078622981477e-05	7.389972613702778e-05	-0.073795594	129000
-1458.3835798227312	1000.0	0.0051611615	8.418337	-0.00011152437492700784	-0.00010903557421393373	-0.09957728	132000
-1543.7385602052957	1000.0	0.0046175863	8.416035	0.00020046389859296188	0.0001994334250753349	-0.044217676	135000
-1480.0653807884457	1000.0	0.003393088	8.413727	-0.0006257290997395693	-0.0006181697716649559	-0.08212327	138000
